scenario,period,line_name,pattern,model_count,baseline_gwh_mean,annual_counterfactual_gwh_mean,annual_change_gwh_mean,annual_change_gwh_p10,annual_change_gwh_p90,annual_change_pct_mean,annual_change_pct_p10,annual_change_pct_p90
ssp126,2030s,五陈线（458）,Pattern 2,31,7.79597303248352,8.341922168539801,0.5459491360562804,0.3914995618261182,0.7246717287407376,7.006451508712074,5.01032544475054,9.278430205139568
ssp126,2030s,五雄线（476）,Pattern 1,31,12.081496861916603,12.235771186649444,0.15427432473283836,0.10491640814165962,0.19668695968987496,1.2772394731314518,0.8775308278449371,1.6259896811846246
ssp126,2030s,五龙一回（475）,Pattern 2,31,11.958170059401306,12.754094565889192,0.7959245064878842,0.5206064563197605,1.0792407484316526,6.659340572113652,4.3442247851619,9.009344629951354
ssp126,2030s,五龙二回（487）,Pattern 2,31,4.575401921947099,4.924181768172414,0.3487798462253145,0.22906245764786143,0.4702782756769167,7.627513580521558,4.994344735794847,10.257053589849544
ssp126,2030s,光国一回（454）,Pattern 2,31,12.842994889716108,13.698753604690541,0.8557587149744348,0.6601820999993743,1.0764522867574005,6.666130754448147,5.205200967247192,8.487256344384644
ssp126,2030s,光国二回（459）,Pattern 1,31,6.6493121144830685,6.729483422548733,0.08017130806566596,0.05468626065130242,0.10605141753301736,1.2060604582011694,0.8207844154998656,1.591722485978693
ssp126,2030s,光山线（461）,Pattern 2,31,12.423814982056639,13.345515503771516,0.9217005217148766,0.726214084777619,1.1748665161072178,7.421737614960067,5.835972311322961,9.566277680030385
ssp126,2030s,光岩一回（453）,Pattern 2,31,11.980657919677881,12.834607346381782,0.8539494267038988,0.6473631270090106,1.0857885503475495,7.130980110671735,5.392151627995014,9.04558030311092
ssp126,2030s,光岩三回（463）,Pattern 2,31,3.9633759475633434,4.268471915279514,0.3050959677161715,0.24035618336967488,0.40381642079542013,7.701193275353614,6.0964399983323405,10.311172322023815
ssp126,2030s,光岩二回（458）,Pattern 2,31,7.866752850923801,8.389197604185275,0.5224447532614752,0.4132783935797395,0.6734972585158603,6.644239508635889,5.240772444960863,8.67288746110799
ssp126,2030s,光明一回（452）,Pattern 1,31,11.029799183669391,11.174233430716122,0.14443424704673108,0.10880510520051359,0.1772510140977023,1.3099498136948868,0.9986198292983435,1.6043483412898163
ssp126,2030s,光明三回（454）,Pattern 1,31,2.1634515656276494,2.1927468051657066,0.02929523953805707,0.021351873277657557,0.03580131276735246,1.3545788485374881,0.9988847425856477,1.6748615011703094
ssp126,2030s,光明二回（453）,Pattern 2,31,7.720339572339415,8.221038708195756,0.5006991358563402,0.3637819741287708,0.672468169462775,6.488196201007386,4.702810649594514,8.697224289186122
ssp126,2030s,光明四回（462）,Pattern 2,31,2.7286166756394787,2.9108870429802343,0.1822703673407555,0.12167603652410561,0.23175177080590087,6.683645400905963,4.512000346954414,8.594026115980544
